path,cmd,attempt,peak_ok,code,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72,c73,c74,c75,c76,c77,c78,c79,c80,c81,c82,c83,c84,c85,c86,c87,c88,c89,c90,c91,c92,c93,c94,c95,c96,c97,c98,c99,c100,c101,c102,c103,c104,c105,c106,c107,c108,c109,c110,c111,c112,c113,c114,c115,c116,c117,c118,c119,c120,c121,c122,c123,c124,c125,c126,c127
pm_pm_mcs1|slot=1|step=5/576|RECAL 1 3 1 5 5 33|tgt=3 c1=1 c2=5 c3=5 c4=33,RECAL 3 0 9999 9999 64 4 80,1,1,Ok,2279,-348870,-337681,-327053,-317037,-307571,-298799,-290642,-283120,-276324,-270199,-264738,-260028,-255992,-252734,-250249,-248495,-247470,-247223,-247721,-248993,-251074,-253901,-257526,-261931,-267172,-273289,-280202,-288037,-296840,-306436,-317059,-328689,-341415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=5/576|RECAL 1 3 1 5 5 33|tgt=3 c1=1 c2=5 c3=5 c4=33,RECAL 3 1 9999 2346 64 4 80,1,1,Ok,2111,-485557,-476837,-462023,-441902,-419926,-397266,-375128,-354199,-334703,-317008,-301094,-287012,-274938,-264909,-256897,-251006,-247140,-245419,-245739,-248227,-252841,-259652,-268636,-279763,-293169,-308757,-326493,-346377,-368149,-391565,-415953,-439911,-461544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=6/576|RECAL 1 3 1 6 6 33|tgt=3 c1=1 c2=6 c3=6 c4=33,RECAL 3 0 9999 9999 64 4 80,1,1,Ok,2270,-351580,-341026,-331026,-321631,-312804,-304568,-297053,-290087,-283679,-278189,-273204,-268891,-265266,-262358,-260125,-258592,-257771,-257670,-258322,-259665,-261739,-264535,-268109,-272414,-277506,-283153,-289894,-297292,-305471,-314574,-324461,-335315,-347088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=6/576|RECAL 1 3 1 6 6 33|tgt=3 c1=1 c2=6 c3=6 c4=33,RECAL 3 1 9999 2337 64 4 80,1,1,Ok,2734,-496590,-495961,-495101,-492896,-488473,-478997,-459067,-431608,-402666,-374767,-349084,-326100,-306117,-289246,-275444,-264896,-257533,-253465,-252735,-255335,-261347,-270609,-283449,-299922,-319852,-343240,-370050,-399697,-430816,-459888,-479811,-488396,-492664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=7/576|RECAL 1 3 1 7 7 33|tgt=3 c1=1 c2=7 c3=7 c4=33,RECAL 3 0 9999 9999 64 4 80,1,0,ParabolaNotDownward,200,-258148,-258105,-258032,-257954,-257884,-257821,-257792,-257730,-257660,-257628,-257564,-257534,-257494,-257453,-257418,-257414,-257376,-257404,-257406,-257408,-257423,-257432,-257457,-257491,-257528,-257587,-257643,-257714,-257793,-257890,-257979,-258107,-258247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=7/576|RECAL 1 3 1 7 7 33|tgt=3 c1=1 c2=7 c3=7 c4=33,RECAL 3 0 9999 9999 200 4 80,2,1,Ok,64,-260664,-260607,-260547,-260511,-260464,-260392,-260327,-260256,-260205,-260125,-260046,-259963,-259903,-259820,-259734,-259659,-259586,-259477,-259418,-259339,-259249,-259177,-259078,-258995,-258916,-258837,-258748,-258674,-258591,-258512,-258437,-258351,-258273,-258163,-258105,-258033,-257960,-257891,-257809,-257760,-257712,-257626,-257590,-257527,-257504,-257444,-257435,-257403,-257358,-257357,-257327,-257325,-257326,-257318,-257341,-257363,-257391,-257435,-257471,-257519,-257572,-257634,-257714,-257811,-257915,-258005,-258130,-258289,-258430,-258572,-258744,-258924,-259118,-259342,-259580,-259813,-260059,-260322,-260610,-260922,-261258,-261575,-261920,-262296,-262683,-263087,-263536,-263985,-264434,-264919,-265430,-265964,-266501,-267100,-267696,-268333,-268949,-269623,-270321,-271043,-271784,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=7/576|RECAL 1 3 1 7 7 33|tgt=3 c1=1 c2=7 c3=7 c4=33,RECAL 3 0 9999 271 64 4 80,3,1,Ok,207,-257889,-257814,-257738,-257666,-257630,-257564,-257518,-257467,-257430,-257373,-257341,-257318,-257285,-257265,-257238,-257258,-257253,-257252,-257262,-257275,-257308,-257343,-257395,-257431,-257494,-257555,-257639,-257715,-257827,-257924,-258070,-258178,-258344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=7/576|RECAL 1 3 1 7 7 33|tgt=3 c1=1 c2=7 c3=7 c4=33,RECAL 3 1 9999 270 64 4 80,1,1,Ok,2694,-496248,-495623,-494458,-491978,-486270,-475034,-453165,-425141,-396344,-368823,-343684,-321461,-302242,-286082,-273204,-263648,-257210,-254086,-254321,-257847,-264814,-275148,-289005,-306166,-326716,-350771,-378070,-408056,-438862,-466326,-482884,-490273,-493794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=8/576|RECAL 1 3 1 8 8 33|tgt=3 c1=1 c2=8 c3=8 c4=33,RECAL 3 0 9999 9999 64 4 80,1,0,ParabolaNotDownward,301,-256779,-256611,-256449,-256297,-256137,-256027,-255889,-255771,-255649,-255554,-255453,-255369,-255312,-255256,-255199,-255195,-255160,-255170,-255179,-255193,-255224,-255277,-255351,-255461,-255555,-255674,-255817,-255969,-256151,-256358,-256576,-256823,-257090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=8/576|RECAL 1 3 1 8 8 33|tgt=3 c1=1 c2=8 c3=8 c4=33,RECAL 3 0 9999 9999 200 4 80,2,1,Ok,165,-264498,-264269,-264042,-263814,-263587,-263326,-263109,-262877,-262656,-262402,-262167,-261936,-261677,-261450,-261179,-260952,-260698,-260452,-260190,-259971,-259736,-259512,-259275,-259055,-258833,-258600,-258385,-258155,-257945,-257719,-257523,-257331,-257147,-256977,-256768,-256612,-256441,-256291,-256155,-256013,-255856,-255746,-255632,-255542,-255426,-255366,-255292,-255212,-255202,-255178,-255171,-255145,-255153,-255185,-255198,-255258,-255323,-255399,-255504,-255635,-255770,-255932,-256129,-256309,-256516,-256779,-257039,-257328,-257638,-257969,-258353,-258703,-259113,-259560,-259990,-260498,-260996,-261527,-262114,-262712,-263351,-264024,-264714,-265447,-266216,-266998,-267843,-268708,-269608,-270560,-271559,-272579,-273661,-274781,-275917,-277149,-278353,-279626,-280937,-282310,-283707,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=8/576|RECAL 1 3 1 8 8 33|tgt=3 c1=1 c2=8 c3=8 c4=33,RECAL 3 0 9999 369 64 4 80,3,1,Ok,305,-256545,-256379,-256202,-256081,-255948,-255836,-255702,-255599,-255492,-255395,-255317,-255249,-255184,-255154,-255127,-255102,-255101,-255110,-255120,-255157,-255204,-255259,-255363,-255472,-255585,-255738,-255901,-256090,-256268,-256511,-256754,-257009,-257286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=8/576|RECAL 1 3 1 8 8 33|tgt=3 c1=1 c2=8 c3=8 c4=33,RECAL 3 1 9999 369 64 4 80,1,1,Ok,2058,-488934,-481921,-470461,-451912,-429995,-407342,-384970,-363715,-344047,-326099,-310023,-295913,-283582,-273441,-265375,-259257,-255076,-253011,-252950,-254963,-259057,-265203,-273359,-283488,-295844,-310066,-326276,-344368,-364225,-385542,-407692,-430298,-451845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=9/576|RECAL 1 3 1 9 9 33|tgt=3 c1=1 c2=9 c3=9 c4=33,RECAL 3 0 9999 9999 64 4 80,1,1,Ok,-535,-253817,-253343,-252884,-252463,-252085,-251742,-251432,-251146,-250899,-250674,-250467,-250320,-250167,-250064,-250009,-249968,-249966,-249943,-249970,-250046,-250089,-250208,-250309,-250450,-250613,-250787,-250993,-251192,-251438,-251695,-251989,-252274,-252583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=9/576|RECAL 1 3 1 9 9 33|tgt=3 c1=1 c2=9 c3=9 c4=33,RECAL 3 1 9999 -470 64 4 80,1,1,Ok,1134,-346577,-336395,-326621,-317412,-308672,-300629,-292991,-285818,-279410,-273519,-268234,-263571,-259575,-256159,-253420,-251335,-249930,-249180,-249112,-249775,-251104,-253104,-255863,-259385,-263604,-268564,-274269,-280689,-287866,-295835,-304404,-313778,-323833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=10/576|RECAL 1 3 1 10 10 33|tgt=3 c1=1 c2=10 c3=10 c4=33,RECAL 3 0 9999 9999 64 4 80,1,0,ParabolaNotDownward,-427,-253495,-253160,-252834,-252553,-252292,-252062,-251861,-251663,-251491,-251332,-251170,-251081,-250965,-250870,-250803,-250751,-250723,-250691,-250705,-250716,-250719,-250745,-250763,-250826,-250904,-250966,-251054,-251155,-251248,-251361,-251496,-251606,-251756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=10/576|RECAL 1 3 1 10 10 33|tgt=3 c1=1 c2=10 c3=10 c4=33,RECAL 3 0 9999 9999 200 4 80,2,1,Ok,-563,-283151,-281675,-280182,-278774,-277382,-275996,-274699,-273462,-272240,-271090,-269956,-268873,-267835,-266839,-265883,-264952,-264059,-263214,-262394,-261605,-260850,-260126,-259421,-258759,-258133,-257528,-256944,-256400,-255912,-255433,-254980,-254540,-254143,-253765,-253425,-253086,-252778,-252522,-252267,-252049,-251801,-251622,-251431,-251269,-251139,-251035,-250922,-250819,-250780,-250715,-250681,-250667,-250650,-250653,-250663,-250679,-250748,-250815,-250885,-250953,-251040,-251147,-251240,-251351,-251496,-251621,-251784,-251931,-252085,-252245,-252417,-252572,-252785,-252963,-253147,-253366,-253569,-253775,-253979,-254189,-254402,-254640,-254843,-255083,-255288,-255507,-255746,-255975,-256198,-256441,-256669,-256925,-257141,-257373,-257591,-257852,-258061,-258317,-258535,-258735,-258985,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=10/576|RECAL 1 3 1 10 10 33|tgt=3 c1=1 c2=10 c3=10 c4=33,RECAL 3 0 9999 -355 64 4 80,3,1,Ok,-419,-252743,-252455,-252197,-252002,-251782,-251583,-251399,-251236,-251085,-250979,-250872,-250796,-250757,-250675,-250640,-250607,-250593,-250601,-250614,-250660,-250686,-250749,-250813,-250900,-250995,-251084,-251202,-251308,-251443,-251570,-251723,-251874,-252021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=10/576|RECAL 1 3 1 10 10 33|tgt=3 c1=1 c2=10 c3=10 c4=33,RECAL 3 1 9999 -353 64 4 80,1,1,Ok,-1383,-354125,-341634,-330076,-319049,-308748,-299278,-290599,-282666,-275760,-269618,-264418,-260016,-256389,-253665,-251796,-250788,-250581,-251204,-252646,-254892,-257935,-261801,-266454,-271867,-278093,-285041,-292732,-301154,-310296,-320179,-330798,-341886,-353839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=11/576|RECAL 1 3 1 11 11 33|tgt=3 c1=1 c2=11 c3=11 c4=33,RECAL 3 0 9999 9999 64 4 80,1,0,ParabolaNotDownward,-164,-252000,-251989,-251969,-251968,-251942,-251961,-251946,-251954,-251960,-251971,-251978,-251986,-251997,-252021,-252045,-252061,-252066,-252084,-252108,-252109,-252125,-252129,-252153,-252182,-252180,-252187,-252185,-252220,-252228,-252227,-252228,-252253,-252258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=11/576|RECAL 1 3 1 11 11 33|tgt=3 c1=1 c2=11 c3=11 c4=33,RECAL 3 0 9999 9999 200 4 80,2,1,Ok,-300,-255535,-255280,-255061,-254818,-254592,-254400,-254197,-254009,-253839,-253682,-253513,-253373,-253230,-253116,-252998,-252880,-252790,-252674,-252579,-252502,-252423,-252355,-252277,-252214,-252179,-252136,-252104,-252046,-252017,-251999,-251968,-251939,-251921,-251910,-251890,-251890,-251882,-251877,-251882,-251887,-251886,-251888,-251910,-251908,-251924,-251922,-251943,-251961,-251963,-251967,-251990,-252022,-252028,-252046,-252060,-252095,-252110,-252108,-252109,-252135,-252156,-252160,-252182,-252187,-252194,-252192,-252197,-252220,-252237,-252229,-252231,-252239,-252248,-252248,-252271,-252269,-252281,-252269,-252255,-252258,-252270,-252283,-252290,-252308,-252313,-252321,-252316,-252329,-252365,-252359,-252397,-252420,-252431,-252463,-252485,-252524,-252544,-252590,-252615,-252636,-252680,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=11/576|RECAL 1 3 1 11 11 33|tgt=3 c1=1 c2=11 c3=11 c4=33,RECAL 3 0 9999 -149 64 4 80,3,1,Ok,-213,-252249,-252188,-252140,-252073,-252037,-251994,-251974,-251953,-251913,-251908,-251891,-251856,-251855,-251846,-251840,-251827,-251853,-251830,-251827,-251802,-251820,-251844,-251859,-251853,-251881,-251883,-251871,-251903,-251929,-251925,-251959,-251967,-251975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=11/576|RECAL 1 3 1 11 11 33|tgt=3 c1=1 c2=11 c3=11 c4=33,RECAL 3 1 9999 -144 64 4 80,1,1,Ok,-2258,-467978,-448945,-426699,-403970,-381398,-360279,-340325,-322059,-305717,-291385,-279121,-269051,-261180,-255524,-252124,-250861,-251785,-254897,-260275,-267830,-277589,-289439,-303475,-319671,-337920,-358140,-380106,-403457,-427261,-450341,-470052,-482429,-488662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=12/576|RECAL 1 3 1 12 12 33|tgt=3 c1=1 c2=12 c3=12 c4=33,RECAL 3 0 9999 9999 64 4 80,1,1,Ok,612,-265695,-265061,-264461,-263888,-263340,-262848,-262383,-261984,-261617,-261271,-260993,-260739,-260535,-260387,-260270,-260188,-260163,-260205,-260278,-260396,-260600,-260824,-261108,-261436,-261848,-262284,-262791,-263357,-264004,-264672,-265434,-266243,-267127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=12/576|RECAL 1 3 1 12 12 33|tgt=3 c1=1 c2=12 c3=12 c4=33,RECAL 3 1 9999 676 64 4 80,1,1,Ok,-2874,-491226,-484915,-472012,-450714,-424625,-397235,-370585,-345903,-323810,-304493,-288144,-275049,-265268,-258866,-255827,-256247,-260090,-267457,-278355,-292833,-310848,-332478,-357560,-385970,-417056,-448351,-473481,-486644,-491879,-494597,-495408,-496245,-496537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=13/576|RECAL 1 3 1 13 13 33|tgt=3 c1=1 c2=13 c3=13 c4=33,RECAL 3 0 9999 9999 64 4 80,1,1,Ok,-2302,-334378,-325941,-318161,-310926,-304356,-298464,-293131,-288386,-284287,-280888,-278133,-275971,-274490,-273639,-273464,-273938,-275023,-276773,-279156,-282153,-285772,-290204,-295169,-300719,-306905,-313747,-321198,-329280,-338016,-347458,-357466,-368287,-379548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=13/576|RECAL 1 3 1 13 13 33|tgt=3 c1=1 c2=13 c3=13 c4=33,RECAL 3 1 9999 -2247 64 4 80,1,1,Ok,-2845,-491766,-486928,-476490,-456908,-431643,-405093,-379180,-355305,-334167,-315562,-299896,-287264,-277896,-271800,-268975,-269487,-273348,-280686,-291585,-305919,-323786,-345101,-370010,-398100,-427993,-458089,-479978,-489596,-493891,-495432,-496140,-496480,-496894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pm_pm_mcs1|slot=1|step=14/576|RECAL 1 3 1 14 14 33|tgt=3 c1=1 c2=14 c3=14 c4=33,RECAL 3 0 9999 9999 64 4 80,1,1,Ok,-2391,-326711,-317475,-308861,-300963,-293748,-287135,-281407,-276264,-271787,-268051,-265010,-262678,-261047,-260141,-259943,-260427,-261633,-263526,-266098,-269372,-273313,-277986,-283156,-289252,-295940,-303274,-311333,-320059,-329573,-339719,-350753,-362472,-375029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
