IL,IL_step,MPO_in,MPO_out,c1,c2,c4,device,RECAL1,csv_line,path_file,slot,step_in_path,cmd,axis,attempt,peak_ok,code,col0,n_samples,span_raw,span_db,argmax_idx,peak_raw
0.5817,470,MPO40-2,MPO88-2,27,2,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.5817,470,MPO40-2,MPO88-2,27,2,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.5817,470,MPO40-2,MPO88-2,27,2,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.5817,470,MPO40-2,MPO88-2,27,2,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.5817,470,MPO40-2,MPO88-2,27,2,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.5817,470,MPO40-2,MPO88-2,27,2,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.5817,470,MPO40-2,MPO88-2,27,2,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.5817,470,MPO40-2,MPO88-2,27,2,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.5817,470,MPO40-2,MPO88-2,27,2,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.5817,470,MPO40-2,MPO88-2,27,2,59,1#MCS,RECAL 1 3 27 2 2 59,1021,pm_pm_mcs1,1,470,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2242,33,91516,9.1516,16,-247635
0.5817,470,MPO40-2,MPO88-2,27,2,59,1#MCS,RECAL 1 3 27 2 2 59,1022,pm_pm_mcs1,1,470,RECAL 3 1 9999 2308 64 4 80,X,1,1,Ok,-2303,33,240935,24.0935,15,-246140
0.5817,470,MPO40-2,MPO88-2,27,2,59,2#MCS,RECAL 1 4 27 2 2 59,2321,pm_pm_mcs2,2,470,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2348,33,111400,11.1400,18,-245721
0.5817,470,MPO40-2,MPO88-2,27,2,59,2#MCS,RECAL 1 4 27 2 2 59,2322,pm_pm_mcs2,2,470,RECAL 3 1 9999 2420 64 4 80,X,1,1,Ok,-2267,33,241790,24.1790,14,-242964
0.2844,471,MPO40-3,MPO88-3,27,3,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
0.2844,471,MPO40-3,MPO88-3,27,3,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
0.2844,471,MPO40-3,MPO88-3,27,3,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
0.2844,471,MPO40-3,MPO88-3,27,3,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
0.2844,471,MPO40-3,MPO88-3,27,3,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.2844,471,MPO40-3,MPO88-3,27,3,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.2844,471,MPO40-3,MPO88-3,27,3,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.2844,471,MPO40-3,MPO88-3,27,3,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.2844,471,MPO40-3,MPO88-3,27,3,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.2844,471,MPO40-3,MPO88-3,27,3,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.2844,471,MPO40-3,MPO88-3,27,3,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.2844,471,MPO40-3,MPO88-3,27,3,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.2844,471,MPO40-3,MPO88-3,27,3,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.2844,471,MPO40-3,MPO88-3,27,3,59,1#MCS,RECAL 1 3 27 3 3 59,1023,pm_pm_mcs1,1,471,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2212,33,98289,9.8289,17,-241522
0.2844,471,MPO40-3,MPO88-3,27,3,59,1#MCS,RECAL 1 3 27 3 3 59,1024,pm_pm_mcs1,1,471,RECAL 3 1 9999 2280 64 4 80,X,1,1,Ok,-1396,33,104277,10.4277,15,-241060
0.2844,471,MPO40-3,MPO88-3,27,3,59,2#MCS,RECAL 1 4 27 3 3 59,2323,pm_pm_mcs2,2,471,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2454,33,119637,11.9637,18,-240158
0.2844,471,MPO40-3,MPO88-3,27,3,59,2#MCS,RECAL 1 4 27 3 3 59,2324,pm_pm_mcs2,2,471,RECAL 3 1 9999 2525 64 4 80,X,1,1,Ok,-1369,33,100239,10.0239,15,-239600
0.3286,472,MPO40-4,MPO88-4,27,4,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
0.3286,472,MPO40-4,MPO88-4,27,4,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
0.3286,472,MPO40-4,MPO88-4,27,4,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
0.3286,472,MPO40-4,MPO88-4,27,4,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
0.3286,472,MPO40-4,MPO88-4,27,4,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
0.3286,472,MPO40-4,MPO88-4,27,4,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
0.3286,472,MPO40-4,MPO88-4,27,4,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
0.3286,472,MPO40-4,MPO88-4,27,4,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
0.3286,472,MPO40-4,MPO88-4,27,4,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
0.3286,472,MPO40-4,MPO88-4,27,4,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
0.3286,472,MPO40-4,MPO88-4,27,4,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
0.3286,472,MPO40-4,MPO88-4,27,4,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
0.3286,472,MPO40-4,MPO88-4,27,4,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
0.3286,472,MPO40-4,MPO88-4,27,4,59,1#MCS,RECAL 1 3 27 4 4 59,1025,pm_pm_mcs1,1,472,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2233,33,100832,10.0832,17,-240462
0.3286,472,MPO40-4,MPO88-4,27,4,59,1#MCS,RECAL 1 3 27 4 4 59,1026,pm_pm_mcs1,1,472,RECAL 3 1 9999 2302 64 4 80,X,1,1,Ok,1205,33,88120,8.8120,17,-240240
0.3286,472,MPO40-4,MPO88-4,27,4,59,2#MCS,RECAL 1 4 27 4 4 59,2325,pm_pm_mcs2,2,472,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2369,33,114950,11.4950,18,-238795
0.3286,472,MPO40-4,MPO88-4,27,4,59,2#MCS,RECAL 1 4 27 4 4 59,2326,pm_pm_mcs2,2,472,RECAL 3 1 9999 2441 64 4 80,X,1,1,Ok,1185,33,86961,8.6961,16,-238777
1.0663,473,MPO40-5,MPO88-5,27,5,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
1.0663,473,MPO40-5,MPO88-5,27,5,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
1.0663,473,MPO40-5,MPO88-5,27,5,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
1.0663,473,MPO40-5,MPO88-5,27,5,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
1.0663,473,MPO40-5,MPO88-5,27,5,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
1.0663,473,MPO40-5,MPO88-5,27,5,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
1.0663,473,MPO40-5,MPO88-5,27,5,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
1.0663,473,MPO40-5,MPO88-5,27,5,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
1.0663,473,MPO40-5,MPO88-5,27,5,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
1.0663,473,MPO40-5,MPO88-5,27,5,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
1.0663,473,MPO40-5,MPO88-5,27,5,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
1.0663,473,MPO40-5,MPO88-5,27,5,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
1.0663,473,MPO40-5,MPO88-5,27,5,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
1.0663,473,MPO40-5,MPO88-5,27,5,59,1#MCS,RECAL 1 3 27 5 5 59,1027,pm_pm_mcs1,1,473,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2268,33,99427,9.9427,17,-243328
1.0663,473,MPO40-5,MPO88-5,27,5,59,1#MCS,RECAL 1 3 27 5 5 59,1028,pm_pm_mcs1,1,473,RECAL 3 1 9999 2336 64 4 80,X,1,1,Ok,2136,33,238186,23.8186,17,-242026
1.0663,473,MPO40-5,MPO88-5,27,5,59,2#MCS,RECAL 1 4 27 5 5 59,2327,pm_pm_mcs2,2,473,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2475,33,121767,12.1767,18,-241701
1.0663,473,MPO40-5,MPO88-5,27,5,59,2#MCS,RECAL 1 4 27 5 5 59,2328,pm_pm_mcs2,2,473,RECAL 3 1 9999 2547 64 4 80,X,1,1,Ok,2101,33,236955,23.6955,16,-241643
1.9068,474,MPO40-6,MPO88-6,27,6,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
1.9068,474,MPO40-6,MPO88-6,27,6,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
1.9068,474,MPO40-6,MPO88-6,27,6,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
1.9068,474,MPO40-6,MPO88-6,27,6,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
1.9068,474,MPO40-6,MPO88-6,27,6,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
1.9068,474,MPO40-6,MPO88-6,27,6,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
1.9068,474,MPO40-6,MPO88-6,27,6,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
1.9068,474,MPO40-6,MPO88-6,27,6,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
1.9068,474,MPO40-6,MPO88-6,27,6,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
1.9068,474,MPO40-6,MPO88-6,27,6,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
1.9068,474,MPO40-6,MPO88-6,27,6,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
1.9068,474,MPO40-6,MPO88-6,27,6,59,2#叶子,RECAL 1 6 27 1 1 59,2843,pm_pm_1x64_2,4,62,RECAL 3 0 9999 -328 64 4 80,Y,3,1,Ok,-392,33,1250,0.1250,15,-252778
1.9068,474,MPO40-6,MPO88-6,27,6,59,2#叶子,RECAL 1 6 27 1 1 59,2844,pm_pm_1x64_2,4,62,RECAL 3 1 9999 -328 64 4 80,X,1,1,Ok,-2867,33,251273,25.1273,14,-244818
1.9068,474,MPO40-6,MPO88-6,27,6,59,1#MCS,RECAL 1 3 27 6 6 59,1029,pm_pm_mcs1,1,474,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2311,33,99111,9.9111,17,-252153
1.9068,474,MPO40-6,MPO88-6,27,6,59,1#MCS,RECAL 1 3 27 6 6 59,1030,pm_pm_mcs1,1,474,RECAL 3 1 9999 2378 64 4 80,X,1,1,Ok,2773,33,249526,24.9526,18,-247125
1.9068,474,MPO40-6,MPO88-6,27,6,59,2#MCS,RECAL 1 4 27 6 6 59,2329,pm_pm_mcs2,2,474,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,2474,33,118704,11.8704,18,-250678
1.9068,474,MPO40-6,MPO88-6,27,6,59,2#MCS,RECAL 1 4 27 6 6 59,2330,pm_pm_mcs2,2,474,RECAL 3 1 9999 2547 64 4 80,X,1,1,Ok,2732,33,247968,24.7968,17,-247910
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#SW1级联,RECAL 1 1 15 1 1 47,2572,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,29,33,1011,0.1011,7,-249873
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#SW1级联,RECAL 1 1 15 1 1 47,2573,pm_pm_1x64_1,3,8,RECAL 3 0 9999 9999 200 4 80,Y,2,0,ParabolaNotDownward,-107,101,8267,0.8267,0,-248874
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#SW1级联,RECAL 1 1 15 1 1 47,2574,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -307 200 4 80,Y,3,1,Ok,-507,101,28532,2.8532,82,-248035
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#SW1级联,RECAL 1 1 15 1 1 47,2575,pm_pm_1x64_1,3,8,RECAL 3 0 9999 -195 64 4 80,Y,4,1,Ok,-259,33,582,0.0582,16,-247940
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#SW1级联,RECAL 1 1 15 1 1 47,2576,pm_pm_1x64_1,3,8,RECAL 3 1 9999 -191 64 4 80,X,1,1,Ok,2123,33,225933,22.5933,18,-246169
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#叶子,RECAL 1 2 27 1 1 59,2625,pm_pm_1x64_1,3,30,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-2288,33,79973,7.9973,15,-253925
1.9719,475,MPO40-7,MPO88-7,27,7,59,1#叶子,RECAL 1 2 27 1 1 59,2626,pm_pm_1x64_1,3,30,RECAL 3 1 9999 -2229 64 4 80,X,1,1,Ok,-2911,33,246086,24.6086,14,-249925
1.9719,475,MPO40-7,MPO88-7,27,7,59,2#SW1级联,RECAL 1 5 17 1 1 49,2729,pm_pm_1x64_2,4,10,RECAL 3 0 9999 9999 64 4 80,Y,1,1,Ok,-1042,33,17725,1.7725,13,-242645
1.9719,475,MPO40-7,MPO88-7,27,7,59,2#SW1级联,RECAL 1 5 17 1 1 49,2730,pm_pm_1x64_2,4,10,RECAL 3 1 9999 -989 64 4 80,X,1,1,Ok,-1390,33,95937,9.5937,17,-242326
1.9719,475,MPO40-7,MPO88-7,27,7,59,2#叶子,RECAL 1 6 27 1 1 59,2841,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 64 4 80,Y,1,0,ParabolaNotDownward,-343,33,2140,0.2140,6,-253068
1.9719,475,MPO40-7,MPO88-7,27,7,59,2#叶子,RECAL 1 6 27 1 1 59,2842,pm_pm_1x64_2,4,62,RECAL 3 0 9999 9999 200 4 80,Y,2,1,Ok,-479,101,8956,0.8956,38,-252819
